date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:11:44	97332/97332	---M-Z	200	added ('OK')	application/javascript	etag:%2217c34-56f0382d2ee80-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/js/plugins/jquery-1.12.1.js	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/js/plugins/jquery-1.12.1.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:44	10364/10364	---M-Z	200	added ('OK')	text/html	etag:%22287c-571d05d3d7bc0-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/reports.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/reports.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:44	16035/16035	---M-Z	200	added ('OK')	text/html	etag:%223ea3-571d0dc237200-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/nearest-enrollment-center.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/nearest-enrollment-center.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:44	11005/11005	---M-Z	200	added ('OK')	text/html	etag:%222afd-571d130f4b3c0-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/links-to-important-websites.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/links-to-important-websites.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:44	24566/24566	---M-Z	200	added ('OK')	text/html	etag:%225ff6-571d07eadaa00-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/news-list.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/news-list.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:44	11433/11433	---M-Z	200	added ('OK')	text/html	etag:%222ca9-571d10a45bf80-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/iec.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/iec.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:45	46566/46566	---M-Z	200	added ('OK')	text/html	etag:%22b5e6-571d059b93700-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/e-transaction.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/e-transaction.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:45	11328/11328	---M-Z	200	added ('OK')	text/html	etag:%222c40-571df4d899b2d-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/tenders.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/tenders.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:45	15008/15008	---M-Z	200	added ('OK')	text/html	etag:%223aa0-571d17229d140-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/photo-gallery.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/photo-gallery.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:45	13252/13252	---M-Z	200	added ('OK')	text/html	etag:%2233c4-571d15d8a46c0-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/video-gallery.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/video-gallery.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:46	17805/17805	---M-Z	200	added ('OK')	text/html	etag:%22458d-571d0472fbb40-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/telephone-directory.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/telephone-directory.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:46	10714/10714	---M-Z	200	added ('OK')	text/html	etag:%2229da-571d06436c300-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/contact-us.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/contact-us.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:46	13246/13246	---M-Z	200	added ('OK')	text/html	etag:%2233be-571d44e2b0180-gzip%22	http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/screen-reader-access.html	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/screen-reader-access.html	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:58	83515/83515	---M--	200	added ('OK')	image/jpeg	etag:%221463b-56efbca187380%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamasha-image02.jpg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamasha-image02.jpg	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:11:58	71203/71203	---M--	200	added ('OK')	image/jpeg	etag:%2211623-56efbca187380%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamashah-image01.jpg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamashah-image01.jpg	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:00	78631/78631	---M--	200	added ('OK')	image/jpeg	etag:%2213327-56efbca27b5c0%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamashah04.jpg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/bhamashah04.jpg	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:00	443/443	---M-Z	200	added ('OK')	text/css	etag:%221bb-56f9ff1b1d540-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/clientlib-imagetext.min.css	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/clientlib-imagetext.min.css	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:00	0/0	---M--	200	added ('OK')	application/javascript	etag:%220-56f9ff1b1d540%22	http://bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/clientlib-imagetext.min.js	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/clientlib-imagetext.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:08	62677/62677	---M--	200	added ('OK')	image/jpeg	etag:%22f4d5-56efbca557c80%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/about-yojana.jpg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/about-yojana.jpg	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:09	949/949	---M-Z	200	added ('OK')	text/css	etag:%223b5-56f9ff3a95f80-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/rssfeed-teaser.min.css	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/rssfeed-teaser.min.css	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:09	52180/52180	---M--	200	added ('OK')	image/png	etag:%22cbd4-56efbca557c80%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/card.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/card.png	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:10	150287/150287	---M--	200	added ('OK')	image/jpeg	etag:%2224b0f-56efbca187380%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/collage-rajasthan.jpg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/collage-rajasthan.jpg	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:10	32346/32346	---M-Z	200	added ('OK')	application/javascript	etag:%227e5a-56f9ff3c7e400-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/rssfeed-teaser.min.js	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/aembootstrap/rssfeed-teaser.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:14	92/92	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:42:17%20GMT	https://rajbot.rajasthan.gov.in/rajbot/images/rajasthani.png	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/images/rajasthani.22.delayed	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:19	4067/4067	---M--	200	added ('OK')	image/png	date:Tue,%2013%20Mar%202018%2012:50:20%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/images/bhudhiya.png	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/images/bhudhiya.png	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	312746/312746	---M--	200	added ('OK')	image/png	etag:%224c5aa-56edaf8951900%22	http://bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/cm-rajasthan.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/content/dam/doitassets/Bhamashah/Images/cm-rajasthan.png	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	86711/86711	---M--	200	added ('OK')	application/javascript	date:Mon,%2019%20Dec%202016%2007:15:28%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/jquery-3.1.1.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/jquery-3.1.1.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	3889/3889	---M--	200	added ('OK')	text/css	date:Wed,%2020%20Jun%202018%2008:13:34%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/css/botstyle.css	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/css/botstyle.css	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	92633/92633	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Jul%202017%2008:52:00%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/jquery-1.9.1.min.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/jquery-1.9.1.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	7200/7200	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Jul%202017%2008:52:18%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/jquery-migrate-1.2.1.min.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/jquery-migrate-1.2.1.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	205097/205097	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Jul%202017%2008:52:34%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/jquery-ui-1.8.5.custom.min.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/jquery-ui-1.8.5.custom.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:20	23452/23452	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Jul%202017%2008:52:50%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/jquery.ui.dialog.ics.custom.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/jquery.ui.dialog.ics.custom.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:21	612/612	---M--	200	added ('OK')	application/javascript	date:Fri,%2028%20Jul%202017%2008:53:48%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/cookies.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/cookies.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:21	7154/7154	---M--	200	added ('OK')	application/javascript	date:Tue,%2001%20Aug%202017%2009:14:40%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/js/virtual-assistant.min.js	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/js/virtual-assistant.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:21	4486/4486	---M--	200	added ('OK')	text/css	date:Fri,%2028%20Jul%202017%2009:11:48%20GMT	https://rajbot.rajasthan.gov.in/rajbot/user/css/ics.css	C:/My%20Web%20Sites/hackhathon/rajbot.rajasthan.gov.in/rajbot/user/css/ics.css	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:22	18028/18028	---M--	200	added ('OK')	text/html	etag:%22466c-56edc0d352340%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.html	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:25	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224e9f-571df9f72f64f%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:26	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regulard41d.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:26	109025/109025	---M-Z	200	added ('OK')	image/svg+xml	etag:%221a9e1-56edd84c6c480-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.svg	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:28	23424/23424	---M--	200	added ('OK')	application/font-woff	etag:%225b80-56ee23b0e2400%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.woff	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:33	45404/45404	---M--	200	added ('OK')	application/font-sfnt	etag:%22b15c-56edd84b78240%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/glyphicons-halflings-regular.ttf	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:38	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont3295.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:38	70807/70807	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfontd41d.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:43	66624/66624	---M--	200	added ('OK')	application/octet-stream	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont3295.woff2	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:50	366270/366270	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont3295.svg	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:50	499166/499166	---MCZ	200	added ('OK')	application/javascript	etag:%2279dde-56f0382d2ee80-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.js	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.js	(from http://bhamashah.rajasthan.gov.in/content/raj/bhamashah/en/home.html)
10:12:52	83588/83588	---M--	200	added ('OK')	application/x-font-woff	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont3295.woff	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	569/569	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:42:59%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/plugins/owl.video.play.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/plugins/owl.video.play.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	551/551	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:43:00%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_both.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_both.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	548/548	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:43:00%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_asc.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_asc.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	142072/142072	---MCZ	200	added ('OK')	application/x-font-ttf	date:Tue,%2025%20Jul%202017%2009:47:18%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/fontawesome-webfont3295.ttf	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	551/551	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:43:00%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_desc.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_desc.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:52	575/575	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:43:00%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_asc_disabled.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_asc_disabled.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:53	578/578	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2026%20Jul%202018%2004:43:00%20GMT	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_desc_disabled.png	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/css/images/sort_desc_disabled.png	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:12:58	407029/407029	---MCZ	200	added ('OK')	image/svg+xml	etag:%22635f5-56f12518023c0-gzip%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.svg	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.svg	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:02	20616/20616	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225088-56edf2bd9a700%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.eot	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:03	57108/57108	---M--	200	added ('OK')	application/font-woff	etag:%22df14-56edaf4c48900%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.woff	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.woff	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:06	24188/24188	---M--	200	added ('OK')	application/font-woff	etag:%225e7c-56edaf885d6c0%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.woff	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.woff	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:10	21107/21107	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225273-56edf2bd9a700%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-regular.eot	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-regular.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:10	44724/44724	---M--	200	added ('OK')	application/font-sfnt	etag:%22aeb4-56edced7ff600%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.ttf	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/opensans-light.ttf	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:11	120422/120422	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221d666-56edf2bd9a700%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.eot	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.eot	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
10:13:14	120196/120196	---M--	200	added ('OK')	application/font-sfnt	etag:%221d584-56edd844cb280%22	http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.ttf	C:/My%20Web%20Sites/hackhathon/bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/core/fonts/Lato-Regular.ttf	(from http://bhamashah.rajasthan.gov.in/etc/designs/bhamashah/clientlib/publish.min.css)
